Tipo_Combustivel,Ano,Pais_Lancamento,Nome_Satellites_Carga,Dia,Probabilidade_Falha_IA,Status_do_Foguete,Idade_da_Empresa,Nome_da_Empresa,Capacidade_Maxima_LEO_KG,Foguete_Reutilizavel,Peso_Real_da_Carga_KG,Status_da_Missao,Previsao_IA_Status,Mes,Regiao_Lancamento,Tipo_de_Missao,Probabilidade_Sucesso_IA,Hora,Custo_da_Missao,Setor_da_Empresa,Orbita_Destino,Modelo_Foguete,Latitude,Longitude
Lox/Rp-1,2000,Russia,"CHAMP, MITA & Rubin 1",15,0.4583306771964284,StatusRetired,8.0,VKS RF,680.0,0,0.0,Success,1,7,Plesetsk Cosmodrome,Não Informado,0.5416693228035718,12.0,41.8,Civil,Não Informado,Cosmos-3M (11K65M),62.93,40.57
Não Informado,2000,Usa,Echostar 6,14,0.1939159672992748,StatusRetired,8.0,ILS,0.0,0,0.0,Success,1,7,Florida,Não Informado,0.8060840327007249,5.0,109.0,Civil,Não Informado,Atlas IIAS,28.56,-80.58
Não Informado,2000,Usa,TDRS-H,30,0.5697646928279194,StatusRetired,-6.0,Lockheed,0.0,0,0.0,Success,0,6,Florida,Não Informado,0.4302353071720806,12.0,35.0,Commercial,Não Informado,Atlas IIA,28.56,-80.58
Lox/Rp-1,2000,Russia,"Nadiezhda n†­9, Tsinghua-1 & SNAP-1",28,0.4637249607498404,StatusRetired,8.0,VKS RF,680.0,0,0.0,Success,1,6,Plesetsk Cosmodrome,Não Informado,0.53627503925016,10.0,41.8,Civil,Não Informado,Cosmos-3M (11K65M),62.93,40.57
Não Informado,2000,China,Fengyun-2B,25,0.671239061059076,StatusRetired,44.0,CASC,0.0,0,0.0,Success,0,6,Xichang Satellite Launch Center,Não Informado,0.3287609389409239,11.0,30.8,Commercial,Não Informado,Long March 3,28.24,102.02
Lox/Lh2,2000,Usa,TSX-5,7,0.3017676088947937,StatusActive,-3.0,Northrop,200.0,0,34.0,Success,1,6,California,Human Spaceflight,0.6982323911052061,13.0,40.0,Não Informado,Leo,Pegasus XL,34.63,-120.61
Não Informado,2000,Usa,Eutelsat W4,24,0.1754279770074874,StatusRetired,8.0,ILS,0.0,0,0.0,Success,1,5,Florida,Não Informado,0.8245720229925126,23.0,109.0,Civil,Não Informado,Atlas IIIA,28.56,-80.58
Não Informado,2000,Usa,STS-101,19,0.0613750806020649,StatusRetired,42.0,NASA,0.0,0,0.0,Success,1,5,Florida,Não Informado,0.9386249193979348,10.0,450.0,Civil,Não Informado,Space Shuttle Atlantis,28.56,-80.58
Lox/Lh2,2000,Russia,SimSat 1 & 2 (Iridium),16,0.3379647383337933,StatusRetired,-3.0,Eurockot,884.0,0,456.0,Success,1,5,Plesetsk Cosmodrome,Interplanetary,0.6620352616662065,8.0,41.8,Não Informado,Tli,Rokot/Briz KM,62.93,40.57
Não Informado,2000,Usa,GPS IIR-4,11,0.2610724726532065,StatusRetired,-6.0,Boeing,0.0,0,0.0,Success,1,5,Florida,Não Informado,0.7389275273467938,1.0,164.0,Commercial,Não Informado,Delta II 7925,28.56,-80.58
Não Informado,2000,Usa,DSP,8,0.5814111223392645,StatusRetired,-6.0,Lockheed,0.0,0,0.0,Success,0,5,Florida,Não Informado,0.4185888776607355,16.0,35.0,Commercial,Não Informado,Titan IV(402)B,28.56,-80.58
Não Informado,2000,Usa,GOES-L,3,0.1512367800378325,StatusRetired,-6.0,Lockheed,0.0,0,0.0,Success,1,5,Florida,Não Informado,0.8487632199621674,7.0,35.0,Commercial,Não Informado,Atlas IIA,28.56,-80.58
Não Informado,2000,France,Galaxy 4R,19,0.1352920986023114,StatusRetired,20.0,Arianespace,0.0,0,0.0,Success,1,4,French Guiana,Não Informado,0.8647079013976884,0.0,200.0,Commercial,Não Informado,Ariane 42L,5.24,-52.77
Não Informado,2000,Usa,IMAGE,25,0.0291352134240917,StatusRetired,-6.0,Boeing,0.0,0,0.0,Success,1,3,California,Não Informado,0.970864786575908,20.0,164.0,Commercial,Não Informado,Delta II 7326,34.63,-120.61
Não Informado,2000,France,INSAT-3B & AsiaStar,21,0.1596227443448345,StatusRetired,20.0,Arianespace,0.0,0,0.0,Success,1,3,French Guiana,Não Informado,0.8403772556551653,23.0,200.0,Commercial,Não Informado,Ariane 5 G,5.24,-52.77
Não Informado,2000,Pacific Ocean,ICO F-1,12,0.5073900457897892,StatusActive,-3.0,Sea Launch,0.0,0,0.0,Failure,0,3,Kiritimati Launch Area,Não Informado,0.4926099542102108,14.0,109.0,Não Informado,Não Informado,Zenit-3 SL,1.88,-157.4
Não Informado,2000,Usa,Multispectral Thermal Imager (MTI),12,0.4767968313924925,StatusActive,-3.0,Northrop,0.0,0,0.0,Success,1,3,California,Não Informado,0.5232031686075075,9.0,45.0,Não Informado,Não Informado,Minotaur C (Taurus),34.63,-120.61
Lox/Rp-1,2000,Kazakhstan,Cosmos 2369,2,0.2653252713354439,StatusRetired,8.0,VKS RF,6232.0,0,0.0,Success,1,3,Baikonur Cosmodrome,Não Informado,0.7346747286645561,9.0,41.8,Civil,Não Informado,Zenit-2,45.92,63.34
Não Informado,2000,France,Superbird 4,18,0.0709581393903316,StatusRetired,20.0,Arianespace,0.0,0,0.0,Success,1,2,French Guiana,Não Informado,0.9290418606096682,1.0,200.0,Commercial,Não Informado,Ariane 44LP,5.24,-52.77
Não Informado,2000,Usa,STS-99,11,0.1087275522787646,StatusRetired,42.0,NASA,0.0,0,0.0,Success,1,2,Florida,Não Informado,0.8912724477212353,16.0,450.0,Civil,Não Informado,Space Shuttle Endeavour,28.56,-80.58
Não Informado,2000,Japan,Astro E,10,0.1324175843767507,StatusRetired,-3.0,ISAS,0.0,0,0.0,Failure,1,2,Uchinoura Space Center,Não Informado,0.8675824156232492,1.0,109.0,Não Informado,Não Informado,Mu-V / M-24,31.25,131.08
Não Informado,2000,Usa,Globalstar 7,8,0.0299376940686188,StatusRetired,-6.0,Boeing,0.0,0,0.0,Success,1,2,Florida,Não Informado,0.9700623059313812,21.0,164.0,Commercial,Não Informado,Delta II 7920-10C,28.56,-80.58
Não Informado,2000,Usa,Hispasat 1C,3,0.1208021977380389,StatusRetired,8.0,ILS,0.0,0,0.0,Success,1,2,Florida,Não Informado,0.8791978022619611,23.0,109.0,Civil,Não Informado,Atlas IIAS,28.56,-80.58
Solid,2000,Usa,JAWSat,27,0.0302632762401702,StatusActive,-3.0,Northrop,263.0,0,0.0,Success,1,1,California,Não Informado,0.9697367237598296,3.0,40.0,Não Informado,Não Informado,Minotaur I,34.63,-120.61
Não Informado,2000,China,ChinaSat-22,25,0.2432849160413243,StatusActive,44.0,CASC,0.0,0,0.0,Success,1,1,Xichang Satellite Launch Center,Não Informado,0.756715083958676,16.0,69.7,Commercial,Não Informado,Long March 3A,28.24,102.02
Não Informado,2000,France,Galaxy 10R,25,0.0811764724358435,StatusRetired,20.0,Arianespace,0.0,0,0.0,Success,1,1,French Guiana,Não Informado,0.9188235275641564,1.0,200.0,Commercial,Não Informado,Ariane 42L,5.24,-52.77
Não Informado,2000,Usa,DSCS IIIB-8,21,0.038421670846167,StatusRetired,-6.0,Lockheed,0.0,0,0.0,Success,1,1,Florida,Não Informado,0.9615783291538328,1.0,35.0,Commercial,Não Informado,Atlas IIA,28.56,-80.58
Não Informado,1999,Usa,KOMPSAT & ACRIMSAT,31,0.1498384648434388,StatusActive,-3.0,Northrop,0.0,0,0.0,Success,1,12,California,Não Informado,0.8501615351565612,7.0,45.0,Não Informado,Não Informado,Minotaur C (Taurus),34.63,-120.61
Não Informado,1999,Russia,Cosmos 2368,27,0.292831956105547,StatusRetired,7.0,VKS RF,0.0,0,0.0,Success,1,12,Plesetsk Cosmodrome,Não Informado,0.7071680438944528,19.0,41.8,Civil,Não Informado,Molniya-M /Block 2BL,62.93,40.57
Não Informado,1999,Kazakhstan,Cosmos 2367,26,0.1473062991657044,StatusRetired,7.0,VKS RF,0.0,0,0.0,Success,1,12,Baikonur Cosmodrome,Não Informado,0.8526937008342957,8.0,41.8,Civil,Não Informado,Tsyklon-2,45.92,63.34
Não Informado,1999,France,Galaxy-11,22,0.0220996121933071,StatusRetired,19.0,Arianespace,0.0,0,0.0,Success,1,12,French Guiana,Não Informado,0.9779003878066926,0.0,200.0,Commercial,Não Informado,Ariane 44L,5.24,-52.77
Não Informado,1999,Usa,STS-103,20,0.0098472957611255,StatusRetired,41.0,NASA,0.0,0,0.0,Success,1,12,Florida,Não Informado,0.9901527042388744,0.0,450.0,Civil,Não Informado,Space Shuttle Discovery,28.56,-80.58
Não Informado,1999,Usa,Terra,18,0.2381360410582099,StatusRetired,-7.0,Lockheed,0.0,0,0.0,Success,1,12,California,Não Informado,0.7618639589417899,18.0,35.0,Commercial,Não Informado,Atlas IIAS,34.63,-120.61
Não Informado,1999,Usa,USA-147,12,0.2463264260316345,StatusRetired,-7.0,Lockheed,0.0,0,0.0,Success,1,12,California,Não Informado,0.7536735739683652,17.0,35.0,Commercial,Não Informado,Titan II(23)G,34.63,-120.61
Lox/Lh2,1999,Brazil,SACI-2,11,0.8395742989022948,StatusActive,5.0,AEB,45.0,0,0.0,Failure,0,12,Maranh?Œo,Não Informado,0.1604257010977052,19.0,99.5,Civil,Não Informado,VLS-1,-2.31,-44.36
Não Informado,1999,France,XMM-Newton,10,0.2221449696430163,StatusRetired,19.0,Arianespace,0.0,0,0.0,Success,1,12,French Guiana,Não Informado,0.7778550303569838,14.0,200.0,Commercial,Não Informado,Ariane 5 G,5.24,-52.77
Lox/Lh2,1999,Usa,Orbcomm D1-D8,4,0.3245466936527995,StatusActive,-3.0,Northrop,200.0,0,0.0,Success,1,12,California,Não Informado,0.6754533063472007,18.0,40.0,Não Informado,Não Informado,Pegasus XL/HAPS,34.63,-120.61
Não Informado,1999,France,Helios 1B & Cl??mentine,3,0.2149255438932635,StatusRetired,19.0,Arianespace,0.0,0,0.0,Success,1,12,French Guiana,Não Informado,0.7850744561067364,16.0,200.0,Commercial,Não Informado,Ariane 40,5.24,-52.77
Não Informado,1999,Usa,UHF F10,23,0.0685615361002982,StatusRetired,-7.0,Lockheed,0.0,0,0.0,Success,1,11,Florida,Não Informado,0.9314384638997018,4.0,35.0,Commercial,Não Informado,Atlas IIA,28.56,-80.58
Lox/Rp-1,1999,China,Shenzhou 1,19,0.1538935438878594,StatusActive,43.0,CASC,3810.0,0,0.0,Success,1,11,Jiuquan Satellite Launch Center,Não Informado,0.8461064561121406,22.0,30.8,Commercial,Não Informado,Long March 2F,40.96,100.28
Não Informado,1999,Japan,Himawari 6,15,0.6314444642659183,StatusRetired,-4.0,MHI,0.0,0,0.0,Failure,0,11,Tanegashima Space Center,Não Informado,0.3685555357340815,7.0,90.0,Civil,Não Informado,H-IIS,30.4,130.97
Não Informado,1999,France,GE-4,13,0.358437319639257,StatusRetired,19.0,Arianespace,0.0,0,0.0,Success,1,11,French Guiana,Não Informado,0.641562680360743,22.0,200.0,Commercial,Não Informado,Ariane 44LP,5.24,-52.77
Não Informado,1999,France,Orion 2,19,0.0992161900347444,StatusRetired,19.0,Arianespace,0.0,0,0.0,Success,1,10,French Guiana,Não Informado,0.9007838099652554,6.0,200.0,Commercial,Não Informado,Ariane 44LP,5.24,-52.77
Lox/Lh2,1999,China,CBERS-1 & SACI 1,14,0.0562701995330228,StatusActive,43.0,CASC,1905.0,0,0.0,Success,1,10,Taiyuan Satellite Launch Center,Não Informado,0.9437298004669772,3.0,64.68,Commercial,Não Informado,Long March 4B,38.84,111.6
Não Informado,1999,Pacific Ocean,DirecTV 1R,1,0.2259590123716251,StatusActive,-3.0,Sea Launch,0.0,0,0.0,Success,1,1,Kiritimati Launch Area,Não Informado,0.7740409876283748,11.0,99.5,Não Informado,Não Informado,Zenit-3 SL,1.88,-157.4
Não Informado,1999,France,Telstar 7,25,0.1060133118069042,StatusRetired,19.0,Arianespace,0.0,0,0.0,Success,1,9,French Guiana,Não Informado,0.8939866881930956,6.0,200.0,Commercial,Não Informado,Ariane 44LP,5.24,-52.77
Não Informado,1999,Usa,Ikonos 1,24,0.6196467903979832,StatusRetired,-7.0,Lockheed,0.0,0,0.0,Success,0,9,California,Não Informado,0.3803532096020166,18.0,35.0,Commercial,Não Informado,Athena II,34.63,-120.61
Não Informado,1999,Usa,Echostar 5,23,0.2145787126411726,StatusRetired,7.0,ILS,0.0,0,0.0,Success,1,9,Florida,Não Informado,0.7854212873588273,6.0,109.0,Civil,Não Informado,Atlas IIAS,28.56,-80.58
Não Informado,1999,France,Koreasat-3,4,0.2388836614194857,StatusRetired,19.0,Arianespace,0.0,0,0.0,Success,1,9,French Guiana,Não Informado,0.7611163385805145,22.0,200.0,Commercial,Não Informado,Ariane 42P,5.24,-52.77
Lox/Rp-1,1999,Russia,Cosmos 2366,26,0.4422256864599732,StatusRetired,7.0,VKS RF,680.0,0,0.0,Success,1,8,Plesetsk Cosmodrome,Não Informado,0.5577743135400269,12.0,41.8,Civil,Não Informado,Cosmos-3M (11K65M),62.93,40.57
Não Informado,1999,Usa,Globalstar 6,17,0.077585146855734,StatusRetired,-7.0,Boeing,0.0,0,0.0,Success,1,8,Florida,Não Informado,0.9224148531442656,4.0,164.0,Commercial,Não Informado,Delta II 7420-10C,28.56,-80.58
Não Informado,1999,France,Telkom-1,12,0.2314423528340124,StatusRetired,19.0,Arianespace,0.0,0,0.0,Success,1,8,French Guiana,Não Informado,0.7685576471659878,22.0,200.0,Commercial,Não Informado,Ariane 42P,5.24,-52.77
Não Informado,1999,Usa,USA-145 (GPS IIR-3),7,0.0491406021856337,StatusRetired,-7.0,Boeing,0.0,0,0.0,Success,1,8,Florida,Não Informado,0.9508593978143663,12.0,164.0,Commercial,Não Informado,Delta II 7925,28.56,-80.58
Não Informado,1999,Usa,Globalstar 5,25,0.084403822401158,StatusRetired,-7.0,Boeing,0.0,0,0.0,Success,1,7,Florida,Não Informado,0.915596177598842,7.0,164.0,Commercial,Não Informado,Delta II 7420-10C,28.56,-80.58
Não Informado,1999,Usa,STS-93,23,0.0459825464145688,StatusRetired,41.0,NASA,0.0,0,0.0,Success,1,7,Florida,Não Informado,0.9540174535854308,4.0,450.0,Civil,Não Informado,Space Shuttle Columbia,28.56,-80.58
Lox/Rp-1,1999,Kazakhstan,Okean-O n†­1,17,0.1732711664092111,StatusRetired,7.0,VKS RF,6232.0,0,0.0,Success,1,7,Baikonur Cosmodrome,Não Informado,0.8267288335907891,5.0,41.8,Civil,Não Informado,Zenit-2,45.92,63.34
Não Informado,1999,Usa,Globalstar 4,10,0.0614786276614475,StatusRetired,-7.0,Boeing,0.0,0,0.0,Success,1,7,Florida,Não Informado,0.9385213723385524,8.0,164.0,Commercial,Não Informado,Delta II 7420-10C,28.56,-80.58
Não Informado,1999,Russia,Molniya-3 n†­169,8,0.3127368747109855,StatusRetired,7.0,VKS RF,0.0,0,0.0,Success,1,7,Plesetsk Cosmodrome,Não Informado,0.6872631252890146,8.0,41.8,Civil,Não Informado,Molniya-M /Block ML,62.93,40.57
Não Informado,1999,Usa,FUSE,24,0.0471833949589099,StatusRetired,-7.0,Boeing,0.0,0,0.0,Success,1,6,Florida,Não Informado,0.9528166050410896,15.0,164.0,Commercial,Não Informado,Delta II 7320-10C,28.56,-80.58
Não Informado,1999,Usa,QuikSCAT,20,0.1136670477728525,StatusRetired,-7.0,Lockheed,0.0,0,0.0,Success,1,6,California,Não Informado,0.8863329522271473,2.0,35.0,Commercial,Não Informado,Titan II(23)G,34.63,-120.61
Lox/Rp-1,1999,China,Iridium 92 & 93,11,0.2027796847842641,StatusActive,43.0,CASC,1746.0,0,0.0,Success,1,6,Taiyuan Satellite Launch Center,Não Informado,0.7972203152157356,17.0,30.8,Commercial,Não Informado,Long March 2C,38.84,111.6
Não Informado,1999,Usa,Globalstar 3,10,0.0479045123569452,StatusRetired,-7.0,Boeing,0.0,0,0.0,Success,1,6,Florida,Não Informado,0.9520954876430548,13.0,164.0,Commercial,Não Informado,Delta II 7420-10C,28.56,-80.58
Não Informado,1999,India,"IRS-P4, DLR-Tubsat, & Kitsat-3",29,0.7344760615940558,StatusRetired,30.0,ISRO,0.0,0,0.0,Success,0,5,Satish Dhawan Space Centre,Não Informado,0.265523938405944,11.0,25.0,Civil,Não Informado,PSLV-G,13.73,80.23
Não Informado,1999,Usa,STS-96,27,0.0669973665248806,StatusRetired,41.0,NASA,0.0,0,0.0,Success,1,5,Florida,Não Informado,0.9330026334751192,10.0,450.0,Civil,Não Informado,Space Shuttle Discovery,28.56,-80.58
Não Informado,1999,Usa,NROL-9 (Misty),22,0.5469243052003351,StatusRetired,-7.0,Lockheed,0.0,0,0.0,Success,0,5,California,Não Informado,0.453075694799665,9.0,35.0,Commercial,Não Informado,Titan IV(404)B,34.63,-120.61
Lox/Lh2,1999,Usa,TERRIERS & MUBLCOM,18,0.0872010323952491,StatusActive,-3.0,Northrop,200.0,0,0.0,Success,1,5,California,Não Informado,0.912798967604751,5.0,40.0,Não Informado,Não Informado,Pegasus XL/HAPS,34.63,-120.61
Lox/Lh2,1999,China,Fengyun 1C & Shijian-5,10,0.0460339869011455,StatusActive,43.0,CASC,1905.0,0,0.0,Success,1,5,Taiyuan Satellite Launch Center,Não Informado,0.9539660130988544,1.0,64.68,Commercial,Não Informado,Long March 4B,38.84,111.6
Não Informado,1999,Usa,Orion 3,5,0.4358599903061101,StatusRetired,-7.0,Boeing,0.0,0,0.0,Failure,1,5,Florida,Não Informado,0.56414000969389,1.0,164.0,Commercial,Não Informado,Delta III 8930,28.56,-80.58
Não Informado,1999,Usa,Milstar DFS-3m,30,0.6722728598358986,StatusRetired,-7.0,Lockheed,0.0,0,0.0,Failure,0,4,Florida,Não Informado,0.3277271401641012,16.0,35.0,Commercial,Não Informado,Titan IV(401)B,28.56,-80.58
Lox/Rp-1,1999,Russia,ABRIXAS & Megsat 0,1,0.3292244679056519,StatusRetired,7.0,VKS RF,680.0,0,0.0,Success,1,1,Kapustin Yar,Não Informado,0.670775532094348,11.0,41.8,Civil,Não Informado,Cosmos-3M (11K65M),48.57,46.29
Não Informado,1999,Usa,Ikonos,27,0.6731323373338252,StatusRetired,-7.0,Lockheed,0.0,0,0.0,Failure,0,4,California,Não Informado,0.3268676626661749,18.0,35.0,Commercial,Não Informado,Athena II,34.63,-120.61
N2O4/Udmh,1999,Kazakhstan,UoSat 12,1,0.4494587782676124,StatusRetired,-3.0,Kosmotras,2041.0,0,0.0,Success,1,1,Baikonur Cosmodrome,Não Informado,0.5505412217323874,11.0,29.0,Não Informado,Não Informado,Dnepr,45.92,63.34
Não Informado,1999,Usa,Landsat 7,15,0.0458013143359509,StatusRetired,-7.0,Boeing,0.0,0,0.0,Success,1,4,California,Não Informado,0.9541986856640488,18.0,164.0,Commercial,Não Informado,Delta II 7920-10,34.63,-120.61
Não Informado,1999,Usa,Eutelsat W3,12,0.2142598298438655,StatusRetired,7.0,ILS,0.0,0,0.0,Success,1,4,Florida,Não Informado,0.7857401701561343,22.0,109.0,Civil,Não Informado,Atlas IIAS,28.56,-80.58
Não Informado,1999,Usa,DSP,9,0.6903233899404032,StatusRetired,-7.0,Lockheed,0.0,0,0.0,Failure,0,4,Florida,Não Informado,0.3096766100595968,17.0,35.0,Commercial,Não Informado,Titan IV(402)B,28.56,-80.58
Não Informado,1999,France,Insat-2E,2,0.320698349398226,StatusRetired,19.0,Arianespace,0.0,0,0.0,Success,1,4,French Guiana,Não Informado,0.679301650601774,22.0,200.0,Commercial,Não Informado,Ariane 42P,5.24,-52.77
Não Informado,1999,Pacific Ocean,DemoSat,1,0.2259590123716251,StatusActive,-3.0,Sea Launch,0.0,0,0.0,Success,1,1,Kiritimati Launch Area,Não Informado,0.7740409876283748,11.0,99.5,Não Informado,Não Informado,Zenit-3 SL,1.88,-157.4
Lox/Lh2,1999,Usa,WIRE,5,0.0369160458497504,StatusActive,-3.0,Northrop,200.0,0,0.0,Success,1,3,California,Não Informado,0.9630839541502496,2.0,40.0,Não Informado,Não Informado,Pegasus XL,34.63,-120.61
Não Informado,1999,France,"Arabsat-3A, Skynet 4E",26,0.3069677140227906,StatusRetired,19.0,Arianespace,0.0,0,0.0,Success,1,2,French Guiana,Não Informado,0.6930322859772093,22.0,200.0,Commercial,Não Informado,Ariane 44L,5.24,-52.77
Não Informado,1999,Usa,"ARGOS (P91-1 ARGOS), ?örsted and SUNSAT",23,0.0345747096804448,StatusRetired,-7.0,Boeing,0.0,0,0.0,Success,1,2,California,Não Informado,0.9654252903195552,10.0,164.0,Commercial,Não Informado,Delta II 7920-10,34.63,-120.61
Não Informado,1999,Usa,JCSAT-6,16,0.0652209171115052,StatusRetired,7.0,ILS,0.0,0,0.0,Success,1,2,Florida,Não Informado,0.9347790828884948,1.0,109.0,Civil,Não Informado,Atlas IIAS,28.56,-80.58
Não Informado,1999,Usa,Stardust,7,0.0420068245903837,StatusRetired,-7.0,Boeing,0.0,0,0.0,Success,1,2,Florida,Não Informado,0.9579931754096164,21.0,164.0,Commercial,Não Informado,Delta II 7426,28.56,-80.58
Não Informado,1999,Usa,ROCSAT 1,27,0.0309780401001931,StatusRetired,-7.0,Lockheed,0.0,0,0.0,Success,1,1,Florida,Não Informado,0.9690219598998072,0.0,35.0,Commercial,Não Informado,Athena I,28.56,-80.58
Não Informado,1999,Usa,Mars Polar Lander,3,0.0352196057540416,StatusRetired,-7.0,Boeing,0.0,0,0.0,Success,1,1,Florida,Não Informado,0.9647803942459584,20.0,164.0,Commercial,Não Informado,Delta II 7425,28.56,-80.58
Lox/Rp-1,1998,Russia,Cosmos 2361,24,0.2371358744551614,StatusRetired,6.0,VKS RF,680.0,0,0.0,Success,1,12,Plesetsk Cosmodrome,Não Informado,0.7628641255448386,20.0,41.8,Civil,Não Informado,Cosmos-3M (11K65M),62.93,40.57
Não Informado,1998,France,Panamsat-6B,22,0.0373863232512194,StatusRetired,18.0,Arianespace,0.0,0,0.0,Success,1,12,French Guiana,Não Informado,0.9626136767487804,1.0,200.0,Commercial,Não Informado,Ariane 42L,5.24,-52.77
Lox/Rp-1,1998,China,Iridium 88 & 89,19,0.0730870201820917,StatusActive,42.0,CASC,1746.0,0,0.0,Success,1,12,Taiyuan Satellite Launch Center,Não Informado,0.9269129798179084,11.0,30.8,Commercial,Não Informado,Long March 2C,38.84,111.6
Não Informado,1998,Usa,Mars Climate Orbiter,11,0.041024021497367,StatusRetired,-8.0,Boeing,0.0,0,0.0,Success,1,12,Florida,Não Informado,0.9589759785026328,18.0,164.0,Commercial,Não Informado,Delta II 7425,28.56,-80.58
Lox/Rp-1,1998,Russia,Nadiezhda n†­8 & Astrid 2,10,0.306628403437383,StatusRetired,6.0,VKS RF,680.0,0,0.0,Success,1,12,Plesetsk Cosmodrome,Não Informado,0.6933715965626169,11.0,41.8,Civil,Não Informado,Cosmos-3M (11K65M),62.93,40.57
Lox/Lh2,1998,Usa,SWAS,6,0.0222472157945303,StatusActive,-3.0,Northrop,200.0,0,0.0,Success,1,12,California,Não Informado,0.9777527842054696,0.0,40.0,Não Informado,Não Informado,Pegasus XL,34.63,-120.61
Não Informado,1998,France,Satmex 5,6,0.0220996121933071,StatusRetired,18.0,Arianespace,0.0,0,0.0,Success,1,12,French Guiana,Não Informado,0.9779003878066926,0.0,200.0,Commercial,Não Informado,Ariane 42L,5.24,-52.77
Não Informado,1998,Usa,STS-88,4,0.0394979518942286,StatusRetired,40.0,NASA,0.0,0,0.0,Success,1,12,Florida,Não Informado,0.9605020481057712,8.0,450.0,Civil,Não Informado,Space Shuttle Endeavour,28.56,-80.58
Não Informado,1998,Usa,BONUM-1,22,0.0465057756443978,StatusRetired,-8.0,Boeing,0.0,0,0.0,Success,1,11,Florida,Não Informado,0.9534942243556022,23.0,164.0,Commercial,Não Informado,Delta II 7925,28.56,-80.58
Não Informado,1998,Usa,MS-11,6,0.0423507545084109,StatusRetired,-8.0,Boeing,0.0,0,0.0,Success,1,11,California,Não Informado,0.9576492454915888,13.0,164.0,Commercial,Não Informado,Delta II 7920-10C,34.63,-120.61
Não Informado,1998,Usa,STS-95,29,0.0606935559195619,StatusRetired,40.0,NASA,0.0,0,0.0,Success,1,10,Florida,Não Informado,0.9393064440804378,19.0,450.0,Civil,Não Informado,Space Shuttle Discovery,28.56,-80.58
Não Informado,1998,France,"Afristar, GE-5",28,0.2486105248467948,StatusRetired,18.0,Arianespace,0.0,0,0.0,Success,1,10,French Guiana,Não Informado,0.7513894751532055,22.0,200.0,Commercial,Não Informado,Ariane 44L,5.24,-52.77
Não Informado,1998,Usa,SCD-2,22,0.0775826508797697,StatusRetired,-3.0,Northrop,0.0,0,0.0,Success,1,10,Florida,Não Informado,0.9224173491202304,0.0,40.0,Não Informado,Não Informado,Pegasus,28.56,-80.58
Não Informado,1998,France,MaqSat 3 & ARD,21,0.849820360182862,StatusRetired,23.0,ESA,0.0,0,0.0,Success,0,10,French Guiana,Não Informado,0.1501796398171381,16.0,37.0,Civil,Não Informado,Ariane 5 G,5.24,-52.77
Não Informado,1998,Usa,UHF F9,20,0.1435105467155354,StatusRetired,-8.0,Lockheed,0.0,0,0.0,Success,1,10,Florida,Não Informado,0.8564894532844649,7.0,35.0,Commercial,Não Informado,Atlas IIA,28.56,-80.58
Não Informado,1998,Usa,Hot Bird 5,9,0.1816065551945505,StatusRetired,6.0,ILS,0.0,0,0.0,Success,1,10,Florida,Não Informado,0.8183934448054494,22.0,109.0,Civil,Não Informado,Atlas IIA,28.56,-80.58
Não Informado,1998,France,"Eutelsat W2, Sirius-3",5,0.2486105248467948,StatusRetired,18.0,Arianespace,0.0,0,0.0,Success,1,10,French Guiana,Não Informado,0.7513894751532055,22.0,200.0,Commercial,Não Informado,Ariane 44L,5.24,-52.77
Não Informado,1998,Usa,STEX (NROL-8),3,0.3214456720599322,StatusActive,-3.0,Northrop,0.0,0,0.0,Success,1,10,California,Não Informado,0.6785543279400679,10.0,45.0,Não Informado,Não Informado,Minotaur C (Taurus),34.63,-120.61
Não Informado,1998,Russia,Molniya-1T n†­168,28,0.3181359714839888,StatusRetired,6.0,VKS RF,0.0,0,0.0,Success,1,9,Plesetsk Cosmodrome,Não Informado,0.681864028516011,23.0,41.8,Civil,Não Informado,Molniya-M /Block ML,62.93,40.57
Lox/Lh2,1998,Usa,Orbcomm C1 - C8,23,0.0936079403987715,StatusActive,-3.0,Northrop,200.0,0,0.0,Success,1,9,Virginia,Não Informado,0.9063920596012288,5.0,40.0,Não Informado,Não Informado,Pegasus XL/HAPS,37.83,-75.48
Não Informado,1998,France,Panamsat-7,16,0.1034159092095016,StatusRetired,18.0,Arianespace,0.0,0,0.0,Success,1,9,French Guiana,Não Informado,0.8965840907904984,6.0,200.0,Commercial,Não Informado,Ariane 44LP,5.24,-52.77
Lox/Rp-1,1998,Kazakhstan,Globalstar Satellites,9,0.283827910211197,StatusRetired,6.0,VKS RF,6232.0,0,0.0,Failure,1,9,Baikonur Cosmodrome,Não Informado,0.7161720897888032,20.0,41.8,Civil,Não Informado,Zenit-2,45.92,63.34
Não Informado,1998,Usa,MS-10,8,0.0853896925245619,StatusRetired,-8.0,Boeing,0.0,0,0.0,Success,1,9,California,Não Informado,0.914610307475438,21.0,164.0,Commercial,Não Informado,Delta II 7920-10C,34.63,-120.61
Não Informado,1998,North Korea,Kwangmyngsng 1,31,0.5409693687851878,StatusRetired,-15.0,KCST,0.0,0,0.0,Failure,0,8,Tonghae Satellite Launching Ground,Não Informado,0.4590306312148123,3.0,99.5,Civil,Não Informado,Taepodong-1,40.85,129.66
Não Informado,1998,Usa,Galaxy 10,27,0.5984370432194982,StatusRetired,-8.0,Boeing,0.0,0,0.0,Failure,0,8,Florida,Não Informado,0.4015629567805016,1.0,164.0,Commercial,Não Informado,Delta III 8930,28.56,-80.58
