Tipo_Combustivel,Ano,Pais_Lancamento,Nome_Satellites_Carga,Dia,Probabilidade_Falha_IA,Status_do_Foguete,Idade_da_Empresa,Nome_da_Empresa,Capacidade_Maxima_LEO_KG,Foguete_Reutilizavel,Peso_Real_da_Carga_KG,Status_da_Missao,Previsao_IA_Status,Mes,Regiao_Lancamento,Tipo_de_Missao,Probabilidade_Sucesso_IA,Hora,Custo_da_Missao,Setor_da_Empresa,Orbita_Destino,Modelo_Foguete,Latitude,Longitude
Não Informado,1968,Kazakhstan,Cosmos 249,20,0.4847710854516113,StatusRetired,-24.0,RVSN USSR,0.0,0,0.0,Success,1,10,Baikonur Cosmodrome,Não Informado,0.5152289145483887,4.0,150.0,Civil,Não Informado,Tsyklon-2A,45.92,63.34
Não Informado,1968,Kazakhstan,Cosmos 248,19,0.4847710854516113,StatusRetired,-24.0,RVSN USSR,0.0,0,0.0,Success,1,10,Baikonur Cosmodrome,Não Informado,0.5152289145483887,4.0,150.0,Civil,Não Informado,Tsyklon-2A,45.92,63.34
Lox/Rp-1,1968,Usa,Apollo 7,11,0.218398836817121,StatusRetired,10.0,NASA,9525.0,0,0.0,Success,1,10,Florida,Não Informado,0.7816011631828789,15.0,450.0,Civil,Não Informado,Saturn IB,28.56,-80.58
Lox/Rp-1,1968,Russia,Cosmos 247,11,0.4835041856891109,StatusRetired,-24.0,RVSN USSR,2494.0,0,1320.0,Success,1,10,Plesetsk Cosmodrome,Communications,0.516495814310889,12.0,150.0,Civil,Geo,Voskhod,62.93,40.57
Lox/Rp-1,1968,Russia,Cosmos 246,7,0.4835041856891109,StatusRetired,-24.0,RVSN USSR,2494.0,0,1320.0,Partial Failure,1,10,Plesetsk Cosmodrome,Communications,0.516495814310889,12.0,150.0,Civil,Geo,Voskhod,62.93,40.57
Não Informado,1968,Kazakhstan,Molniya-1 n†­14,5,0.4160338822241632,StatusRetired,-24.0,RVSN USSR,0.0,0,0.0,Success,1,10,Baikonur Cosmodrome,Não Informado,0.583966117775837,0.0,150.0,Civil,Não Informado,Molniya-M /Block L,45.92,63.34
Não Informado,1968,Russia,Cosmos 245,3,0.4835041856891109,StatusRetired,-24.0,RVSN USSR,0.0,0,0.0,Success,1,10,Plesetsk Cosmodrome,Não Informado,0.516495814310889,12.0,150.0,Civil,Não Informado,Cosmos-2I (63SM),62.93,40.57
Não Informado,1968,Kazakhstan,Cosmos 244,2,0.4809075072565388,StatusRetired,-24.0,RVSN USSR,0.0,0,0.0,Success,1,10,Baikonur Cosmodrome,Não Informado,0.5190924927434611,13.0,150.0,Civil,Não Informado,Tsyklon,45.92,63.34
Não Informado,1968,Usa,"LES-6, OV2-5, OV5-2, OV5-4",26,0.3409399714490055,StatusRetired,-38.0,Martin Marietta,0.0,0,0.0,Success,1,9,Florida,Não Informado,0.6590600285509944,7.0,35.0,Commercial,Não Informado,Titan IIIC,28.56,-80.58
Lox/Rp-1,1968,Kazakhstan,Cosmos 243,23,0.474116006032906,StatusRetired,-24.0,RVSN USSR,2494.0,0,0.0,Success,1,9,Baikonur Cosmodrome,Não Informado,0.525883993967094,7.0,150.0,Civil,Não Informado,Voskhod,45.92,63.34
Não Informado,1968,Russia,Cosmos 242,20,0.504543646209459,StatusRetired,-24.0,RVSN USSR,0.0,0,0.0,Success,0,9,Plesetsk Cosmodrome,Não Informado,0.4954563537905411,14.0,150.0,Civil,Não Informado,Cosmos-2I (63SM),62.93,40.57
Lox/Rp-1,1968,Russia,Cosmos 241,16,0.5032509280751986,StatusRetired,-24.0,RVSN USSR,2494.0,0,0.0,Success,0,9,Plesetsk Cosmodrome,Não Informado,0.4967490719248014,12.0,150.0,Civil,Não Informado,Voskhod,62.93,40.57
Não Informado,1968,Kazakhstan,Zond-5,14,0.7518711818247584,StatusRetired,-24.0,RVSN USSR,0.0,0,0.0,Success,0,9,Baikonur Cosmodrome,Não Informado,0.2481288181752419,21.0,150.0,Civil,Não Informado,Proton K/Block D,45.92,63.34
Lox/Rp-1,1968,Kazakhstan,Cosmos 240,14,0.4893199951980728,StatusRetired,-24.0,RVSN USSR,2494.0,0,0.0,Success,1,9,Baikonur Cosmodrome,Não Informado,0.510680004801927,16.0,150.0,Civil,Não Informado,Voskhod,45.92,63.34
Lox/Rp-1,1968,Kazakhstan,Cosmos 239,5,0.474116006032906,StatusRetired,-24.0,RVSN USSR,2494.0,0,0.0,Success,1,9,Baikonur Cosmodrome,Não Informado,0.525883993967094,7.0,150.0,Civil,Não Informado,Voskhod,45.92,63.34
Não Informado,1968,Kazakhstan,Cosmos 238,28,0.4757629842045894,StatusRetired,-24.0,RVSN USSR,0.0,0,0.0,Success,1,8,Baikonur Cosmodrome,Não Informado,0.5242370157954106,10.0,150.0,Civil,Não Informado,Soyuz,45.92,63.34
Lox/Rp-1,1968,Russia,Cosmos 237,27,0.5337139095145894,StatusRetired,-24.0,RVSN USSR,2494.0,0,1441.0,Success,0,8,Plesetsk Cosmodrome,Human Spaceflight,0.4662860904854107,12.0,150.0,Civil,Leo,Voskhod,62.93,40.57
Não Informado,1968,Kazakhstan,Cosmos 236,27,0.5035530873657291,StatusRetired,-24.0,RVSN USSR,0.0,0,0.0,Success,0,8,Baikonur Cosmodrome,Não Informado,0.4964469126342708,11.0,150.0,Civil,Não Informado,Cosmos-3 (11K65),45.92,63.34
Não Informado,1968,Usa,STP P68-1,16,0.6695903597877529,StatusRetired,16.0,General Dynamics,0.0,0,0.0,Failure,0,8,California,Não Informado,0.3304096402122471,20.0,150.0,Commercial,Não Informado,Atlas-SLV3 Burner-2,34.63,-120.61
Não Informado,1968,Usa,ATS-4,10,0.6182820813561273,StatusRetired,16.0,General Dynamics,0.0,0,0.0,Partial Failure,0,8,Florida,Não Informado,0.3817179186438729,22.0,150.0,Commercial,Não Informado,Atlas-SLV3C Centaur-D,28.56,-80.58
Lox/Rp-1,1968,Kazakhstan,Cosmos 235,9,0.4875812088014026,StatusRetired,-24.0,RVSN USSR,2494.0,0,1441.0,Success,1,8,Baikonur Cosmodrome,Human Spaceflight,0.5124187911985975,7.0,150.0,Civil,Leo,Voskhod,45.92,63.34
Não Informado,1968,Usa,OPS 5247,6,0.2958379039004263,StatusRetired,10.0,US Air Force,0.0,0,0.0,Success,1,8,California,Não Informado,0.7041620960995734,18.0,59.0,Civil,Não Informado,Titan IIIB,34.63,-120.61
Não Informado,1968,Usa,OPS 5187,6,0.4150512064951864,StatusRetired,10.0,US Air Force,0.0,0,0.0,Success,1,8,California,Não Informado,0.5849487935048135,16.0,59.0,Civil,Não Informado,Titan IIIB,34.63,-120.61
Não Informado,1968,Usa,Canyon 1 (AFP-827),6,0.5533777668618671,StatusRetired,16.0,General Dynamics,0.0,0,0.0,Success,0,8,Florida,Não Informado,0.4466222331381329,11.0,150.0,Commercial,Não Informado,Atlas-SLV3A Agena-D,28.56,-80.58
Lox/Rp-1,1968,Kazakhstan,Cosmos 234,30,0.490601499984749,StatusRetired,-24.0,RVSN USSR,2494.0,0,0.0,Success,1,7,Baikonur Cosmodrome,Não Informado,0.5093985000152511,7.0,150.0,Civil,Não Informado,Voskhod,45.92,63.34
Não Informado,1968,Russia,Cosmos 233,18,0.3972743541191059,StatusRetired,-24.0,RVSN USSR,0.0,0,0.0,Success,1,7,Plesetsk Cosmodrome,Não Informado,0.6027256458808941,19.0,150.0,Civil,Não Informado,Cosmos-2I (63SM),62.93,40.57
Lox/Rp-1,1968,Russia,Cosmos 232,16,0.5469678858622753,StatusRetired,-24.0,RVSN USSR,2494.0,0,0.0,Success,0,7,Plesetsk Cosmodrome,Não Informado,0.4530321141377247,13.0,150.0,Civil,Não Informado,Voskhod,62.93,40.57
Não Informado,1968,Usa,OV1-15/OV1-16,11,0.6371105704426334,StatusRetired,16.0,General Dynamics,0.0,0,0.0,Success,0,7,California,Não Informado,0.3628894295573666,19.0,150.0,Commercial,Não Informado,Atlas-E/F OV1,34.63,-120.61
Lox/Rp-1,1968,Kazakhstan,Cosmos 231,10,0.6571719583924079,StatusRetired,-24.0,RVSN USSR,2494.0,0,0.0,Success,0,7,Baikonur Cosmodrome,Não Informado,0.3428280416075921,19.0,150.0,Civil,Não Informado,Voskhod,45.92,63.34
Não Informado,1968,Kazakhstan,Molniya-1 n†­13,5,0.5219304607775693,StatusRetired,-24.0,RVSN USSR,0.0,0,0.0,Success,0,7,Baikonur Cosmodrome,Não Informado,0.4780695392224306,15.0,150.0,Civil,Não Informado,Molniya-M /Block L,45.92,63.34
Não Informado,1968,Russia,Cosmos 230,5,0.3699539122260058,StatusRetired,-24.0,RVSN USSR,0.0,0,0.0,Success,1,7,Kapustin Yar,Não Informado,0.6300460877739942,6.0,150.0,Civil,Não Informado,Cosmos-2I (63SM),48.57,46.29
Lox/Rp-1,1968,Russia,Cosmos 229,26,0.5327743580911964,StatusRetired,-24.0,RVSN USSR,2494.0,0,1506.0,Success,0,6,Plesetsk Cosmodrome,Scientific,0.4672256419088035,11.0,150.0,Civil,Geo,Voskhod,62.93,40.57
Lox/Rp-1,1968,Kazakhstan,Cosmos 228,21,0.533876246364115,StatusRetired,-24.0,RVSN USSR,2494.0,0,1506.0,Success,0,6,Baikonur Cosmodrome,Scientific,0.4661237536358846,12.0,150.0,Civil,Geo,Voskhod,45.92,63.34
Lox/Rp-1,1968,Kazakhstan,Cosmos 227,18,0.5347638616761695,StatusRetired,-24.0,RVSN USSR,2494.0,0,1506.0,Success,0,6,Baikonur Cosmodrome,Scientific,0.4652361383238304,16.0,150.0,Civil,Geo,Voskhod,45.92,63.34
Não Informado,1968,Kazakhstan,Strela-2 #4,1,0.6060283810665346,StatusRetired,-24.0,RVSN USSR,0.0,0,0.0,Failure,0,1,Baikonur Cosmodrome,Não Informado,0.3939716189334652,11.0,150.0,Civil,Não Informado,Cosmos-3 (11K65),45.92,63.34
Não Informado,1968,Usa,OPS 9341-9348,13,0.6243109464626708,StatusRetired,-38.0,Martin Marietta,0.0,0,0.0,Success,0,6,Florida,Não Informado,0.3756890535373294,14.0,35.0,Commercial,Não Informado,Titan IIIC,28.56,-80.58
Não Informado,1968,Russia,Cosmos 226,12,0.5131048581096421,StatusRetired,-24.0,RVSN USSR,0.0,0,0.0,Success,0,6,Plesetsk Cosmodrome,Não Informado,0.4868951418903579,13.0,150.0,Civil,Não Informado,Vostok-2M,62.93,40.57
Não Informado,1968,Russia,Cosmos 225,11,0.3716538933086353,StatusRetired,-24.0,RVSN USSR,0.0,0,0.0,Success,1,6,Kapustin Yar,Não Informado,0.6283461066913647,21.0,150.0,Civil,Não Informado,Cosmos-2I (63SM),48.57,46.29
Não Informado,1968,Usa,OPS 5138,5,0.3513629262776081,StatusRetired,10.0,US Air Force,0.0,0,0.0,Success,1,6,California,Não Informado,0.6486370737223917,17.0,59.0,Civil,Não Informado,Titan IIIB,34.63,-120.61
Lox/Rp-1,1968,Russia,Sfera #2,4,0.3801187282885827,StatusRetired,-24.0,RVSN USSR,680.0,0,0.0,Failure,1,6,Plesetsk Cosmodrome,Não Informado,0.6198812717114173,18.0,150.0,Civil,Não Informado,Cosmos-3M (11K65M),62.93,40.57
Lox/Rp-1,1968,Kazakhstan,Cosmos 224,4,0.5474171952834441,StatusRetired,-24.0,RVSN USSR,2494.0,0,1506.0,Success,0,6,Baikonur Cosmodrome,Scientific,0.4525828047165554,6.0,150.0,Civil,Geo,Voskhod,45.92,63.34
Lox/Rp-1,1968,Russia,Cosmos 223,1,0.5001492186869751,StatusRetired,-24.0,RVSN USSR,2494.0,0,1506.0,Success,0,6,Plesetsk Cosmodrome,Scientific,0.4998507813130249,10.0,150.0,Civil,Geo,Voskhod,62.93,40.57
Não Informado,1968,Russia,Cosmos 222,30,0.3778353007822326,StatusRetired,-24.0,RVSN USSR,0.0,0,0.0,Success,1,5,Plesetsk Cosmodrome,Não Informado,0.6221646992177674,20.0,150.0,Civil,Não Informado,Cosmos-2I (63SM),62.93,40.57
Não Informado,1968,Russia,Cosmos 221,24,0.3767865343444869,StatusRetired,-24.0,RVSN USSR,0.0,0,0.0,Success,1,5,Kapustin Yar,Não Informado,0.6232134656555132,7.0,150.0,Civil,Não Informado,Cosmos-2I (63SM),48.57,46.29
Lox/Rp-1,1968,Russia,Cosmos 220,7,0.5294070474515731,StatusRetired,-24.0,RVSN USSR,680.0,0,0.0,Success,0,5,Plesetsk Cosmodrome,Não Informado,0.4705929525484269,13.0,150.0,Civil,Não Informado,Cosmos-3M (11K65M),62.93,40.57
Não Informado,1968,Russia,Cosmos 219,26,0.3739187546373718,StatusRetired,-24.0,RVSN USSR,0.0,0,0.0,Success,1,4,Kapustin Yar,Não Informado,0.6260812453626282,4.0,150.0,Civil,Não Informado,Cosmos-2I (63SM),48.57,46.29
Não Informado,1968,Kazakhstan,Cosmos 218,25,0.3439722115221664,StatusRetired,-24.0,RVSN USSR,0.0,0,0.0,Success,1,4,Baikonur Cosmodrome,Não Informado,0.6560277884778342,0.0,150.0,Civil,Não Informado,Tsyklon,45.92,63.34
Não Informado,1968,Kazakhstan,Cosmos 217,24,0.5894488480838213,StatusRetired,-24.0,RVSN USSR,0.0,0,0.0,Partial Failure,0,4,Baikonur Cosmodrome,Não Informado,0.4105511519161784,16.0,150.0,Civil,Não Informado,Tsyklon-2A,45.92,63.34
Não Informado,1968,Kazakhstan,Zond,22,0.7957444053142204,StatusRetired,-24.0,RVSN USSR,0.0,0,0.0,Failure,0,4,Baikonur Cosmodrome,Não Informado,0.2042555946857799,23.0,150.0,Civil,Não Informado,Proton K/Block D,45.92,63.34
Não Informado,1968,Kazakhstan,Molniya-1 n†­10,21,0.5723184805059999,StatusRetired,-24.0,RVSN USSR,0.0,0,0.0,Success,0,4,Baikonur Cosmodrome,Não Informado,0.4276815194939996,4.0,150.0,Civil,Não Informado,Molniya-M /Block L,45.92,63.34
Lox/Rp-1,1968,Kazakhstan,Cosmos 216,20,0.5544874746263383,StatusRetired,-24.0,RVSN USSR,2494.0,0,0.0,Success,0,4,Baikonur Cosmodrome,Não Informado,0.4455125253736613,10.0,150.0,Civil,Não Informado,Voskhod,45.92,63.34
Não Informado,1968,Russia,Cosmos 215,18,0.3124140345505886,StatusRetired,-24.0,RVSN USSR,0.0,0,0.0,Success,1,4,Kapustin Yar,Não Informado,0.6875859654494114,22.0,150.0,Civil,Não Informado,Cosmos-2I (63SM),48.57,46.29
Lox/Rp-1,1968,Russia,Cosmos 214,18,0.5019464103127962,StatusRetired,-24.0,RVSN USSR,2494.0,0,0.0,Success,0,4,Plesetsk Cosmodrome,Não Informado,0.4980535896872039,10.0,150.0,Civil,Não Informado,Voskhod,62.93,40.57
Não Informado,1968,Usa,OPS 5105,17,0.3420470968502536,StatusRetired,10.0,US Air Force,0.0,0,0.0,Success,1,4,California,Não Informado,0.6579529031497463,17.0,59.0,Civil,Não Informado,Titan IIIB,34.63,-120.61
Não Informado,1968,Kazakhstan,Cosmos 213,15,0.5731356411181111,StatusRetired,-24.0,RVSN USSR,0.0,0,0.0,Success,0,4,Baikonur Cosmodrome,Não Informado,0.4268643588818885,9.0,150.0,Civil,Não Informado,Soyuz,45.92,63.34
Não Informado,1968,Kazakhstan,Cosmos 212,14,0.5544874746263383,StatusRetired,-24.0,RVSN USSR,0.0,0,0.0,Success,0,4,Baikonur Cosmodrome,Não Informado,0.4455125253736613,10.0,150.0,Civil,Não Informado,Soyuz,45.92,63.34
Não Informado,1968,Russia,Cosmos 211,9,0.5315242627614618,StatusRetired,-24.0,RVSN USSR,0.0,0,0.0,Success,0,4,Plesetsk Cosmodrome,Não Informado,0.4684757372385382,11.0,150.0,Civil,Não Informado,Cosmos-2I (63SM),62.93,40.57
Não Informado,1968,Kazakhstan,Luna 14,7,0.5544874746263383,StatusRetired,-24.0,RVSN USSR,0.0,0,0.0,Success,0,4,Baikonur Cosmodrome,Não Informado,0.4455125253736613,10.0,150.0,Civil,Não Informado,Molniya-M /Block L,45.92,63.34
Não Informado,1968,Usa,OV1-13/OV1-14,6,0.6216335704499568,StatusRetired,16.0,General Dynamics,0.0,0,0.0,Success,0,4,California,Não Informado,0.3783664295500433,9.0,150.0,Commercial,Não Informado,Atlas-E/F OV1,34.63,-120.61
Solid,1968,Usa,Apollo 6,4,0.2057170512610227,StatusRetired,10.0,NASA,58966.0,0,13704.0,Partial Failure,1,4,Florida,Navigation/Gps,0.7942829487389769,12.0,1160.0,Civil,Meo,Saturn V,28.56,-80.58
Lox/Rp-1,1968,Russia,Cosmos 210,3,0.5315242627614618,StatusRetired,-24.0,RVSN USSR,2494.0,0,0.0,Success,0,4,Plesetsk Cosmodrome,Não Informado,0.4684757372385382,11.0,150.0,Civil,Não Informado,Voskhod,62.93,40.57
Não Informado,1968,Kazakhstan,VKZ,1,0.5559545419570697,StatusRetired,-3.0,OKB-586,0.0,0,0.0,Success,0,1,Baikonur Cosmodrome,Não Informado,0.4440454580429303,11.0,150.0,Não Informado,Não Informado,Cosmos-3 (11K65),45.92,63.34
Não Informado,1968,Kazakhstan,Cosmos 209,22,0.6070421210488608,StatusRetired,-24.0,RVSN USSR,0.0,0,0.0,Success,0,3,Baikonur Cosmodrome,Não Informado,0.3929578789511392,9.0,150.0,Civil,Não Informado,Tsyklon-2A,45.92,63.34
Lox/Rp-1,1968,Kazakhstan,Cosmos 208,21,0.6070421210488608,StatusRetired,-24.0,RVSN USSR,2494.0,0,2744.0,Success,0,3,Baikonur Cosmodrome,Defense/Intelligence,0.3929578789511392,9.0,150.0,Civil,Sso,Voskhod,45.92,63.34
Lox/Rp-1,1968,Russia,Cosmos 207,16,0.5374985780507596,StatusRetired,-24.0,RVSN USSR,2494.0,0,2744.0,Success,0,3,Plesetsk Cosmodrome,Defense/Intelligence,0.4625014219492405,12.0,150.0,Civil,Sso,Voskhod,62.93,40.57
Não Informado,1968,Russia,Cosmos 206,14,0.523614664875887,StatusRetired,-24.0,RVSN USSR,0.0,0,0.0,Success,0,3,Plesetsk Cosmodrome,Não Informado,0.4763853351241131,9.0,150.0,Civil,Não Informado,Vostok-2M,62.93,40.57
Não Informado,1968,Usa,OPS 5057,13,0.3659909674026346,StatusRetired,10.0,US Air Force,0.0,0,0.0,Success,1,3,California,Não Informado,0.6340090325973653,19.0,59.0,Civil,Não Informado,Titan IIIB,34.63,-120.61
Não Informado,1968,Russia,DS-U1-Ya #1,1,0.6913558338485778,StatusRetired,-24.0,RVSN USSR,0.0,0,0.0,Failure,0,1,Kapustin Yar,Não Informado,0.3086441661514223,11.0,150.0,Civil,Não Informado,Cosmos-2I (63SM),48.57,46.29
Lox/Rp-1,1968,Russia,Cosmos 205,5,0.5374985780507596,StatusRetired,-24.0,RVSN USSR,2494.0,0,2744.0,Success,0,3,Plesetsk Cosmodrome,Defense/Intelligence,0.4625014219492405,12.0,150.0,Civil,Sso,Voskhod,62.93,40.57
Não Informado,1968,Russia,Cosmos 204,5,0.5875445365335448,StatusRetired,-24.0,RVSN USSR,0.0,0,0.0,Success,0,3,Plesetsk Cosmodrome,Não Informado,0.4124554634664552,11.0,150.0,Civil,Não Informado,Cosmos-2I (63SM),62.93,40.57
Não Informado,1968,Usa,OGO-5,4,0.5317628212277709,StatusRetired,16.0,General Dynamics,0.0,0,0.0,Success,0,3,Florida,Não Informado,0.4682371787722292,13.0,150.0,Commercial,Não Informado,Atlas-SLV3A Agena-D,28.56,-80.58
Não Informado,1968,Kazakhstan,Zond-4,2,0.7384226149772704,StatusRetired,-24.0,RVSN USSR,0.0,0,0.0,Partial Failure,0,3,Baikonur Cosmodrome,Não Informado,0.2615773850227297,18.0,150.0,Civil,Não Informado,Proton K/Block D,45.92,63.34
Lox/Rp-1,1968,Russia,Cosmos 203,20,0.3888239604737931,StatusRetired,-24.0,RVSN USSR,680.0,0,748.0,Success,1,2,Plesetsk Cosmodrome,Defense/Intelligence,0.6111760395262068,16.0,150.0,Civil,Sso,Cosmos-3M (11K65M),62.93,40.57
Não Informado,1968,Russia,Cosmos 202,20,0.5426136445224576,StatusRetired,-24.0,RVSN USSR,0.0,0,0.0,Success,0,2,Kapustin Yar,Não Informado,0.4573863554775423,10.0,150.0,Civil,Não Informado,Cosmos-2I (63SM),48.57,46.29
Não Informado,1968,Kazakhstan,E-6LS n†­112,7,0.5997655127087386,StatusRetired,-24.0,RVSN USSR,0.0,0,0.0,Failure,0,2,Baikonur Cosmodrome,Não Informado,0.4002344872912611,10.0,150.0,Civil,Não Informado,Molniya-M /Block L,45.92,63.34
Lox/Rp-1,1968,Kazakhstan,Cosmos 201,6,0.6356540629025607,StatusRetired,-24.0,RVSN USSR,2494.0,0,1423.0,Success,0,2,Baikonur Cosmodrome,Communications,0.364345937097439,8.0,150.0,Civil,Geo,Voskhod,45.92,63.34
Lox/Rp-1,1968,Usa,Apollo 5,22,0.1531792438085073,StatusRetired,10.0,NASA,9525.0,0,0.0,Success,1,1,Florida,Não Informado,0.8468207561914926,22.0,450.0,Civil,Não Informado,Saturn IB,28.56,-80.58
Lox/Rp-1,1968,Russia,Cosmos 200,19,0.3519731761749196,StatusRetired,-24.0,RVSN USSR,680.0,0,0.0,Success,1,1,Plesetsk Cosmodrome,Não Informado,0.6480268238250806,22.0,150.0,Civil,Não Informado,Cosmos-3M (11K65M),62.93,40.57
Não Informado,1968,Usa,OPS 5028,18,0.3804488708198286,StatusRetired,10.0,US Air Force,0.0,0,0.0,Success,1,1,California,Não Informado,0.6195511291801714,19.0,59.0,Civil,Não Informado,Titan IIIB,34.63,-120.61
Lox/Rp-1,1968,Russia,Cosmos 199,16,0.5315387304668779,StatusRetired,-24.0,RVSN USSR,2494.0,0,1737.0,Success,0,1,Plesetsk Cosmodrome,Earth Observation,0.468461269533122,12.0,150.0,Civil,Geo,Voskhod,62.93,40.57
Não Informado,1968,Usa,Surveyor 7,7,0.410294224133738,StatusRetired,16.0,General Dynamics,0.0,0,0.0,Success,1,1,Florida,Não Informado,0.5897057758662618,6.0,150.0,Commercial,Não Informado,Atlas-SLV3C Centaur-D,28.56,-80.58
Não Informado,1967,Kazakhstan,Cosmos 198,27,0.4114945133455324,StatusRetired,-25.0,RVSN USSR,0.0,0,0.0,Success,1,12,Baikonur Cosmodrome,Não Informado,0.5885054866544678,11.0,150.0,Civil,Não Informado,Tsyklon-2A,45.92,63.34
Não Informado,1967,Russia,Cosmos 197,26,0.2238454999976706,StatusRetired,-25.0,RVSN USSR,0.0,0,0.0,Success,1,12,Kapustin Yar,Não Informado,0.7761545000023296,9.0,150.0,Civil,Não Informado,Cosmos-2I (63SM),48.57,46.29
Não Informado,1967,Russia,Cosmos 196,19,0.1465971172257176,StatusRetired,-25.0,RVSN USSR,0.0,0,0.0,Success,1,12,Kapustin Yar,Não Informado,0.8534028827742826,6.0,150.0,Civil,Não Informado,Cosmos-2I (63S1),48.57,46.29
Lox/Rp-1,1967,Russia,Cosmos 195,16,0.2933198917505966,StatusRetired,-25.0,RVSN USSR,2494.0,0,0.0,Success,1,12,Plesetsk Cosmodrome,Não Informado,0.7066801082494034,12.0,150.0,Civil,Não Informado,Voskhod,62.93,40.57
Não Informado,1967,Usa,OPS 5000,5,0.1607785951582955,StatusRetired,9.0,US Air Force,0.0,0,0.0,Success,1,12,California,Não Informado,0.8392214048417043,18.0,59.0,Civil,Não Informado,Titan IIIB,34.63,-120.61
Lox/Rp-1,1967,Russia,Cosmos 194,3,0.2933198917505966,StatusRetired,-25.0,RVSN USSR,2494.0,0,0.0,Success,1,12,Plesetsk Cosmodrome,Não Informado,0.7066801082494034,12.0,150.0,Civil,Não Informado,Voskhod,62.93,40.57
Não Informado,1967,Australia,WRESAT,1,0.3904255000118729,StatusRetired,-3.0,AMBA,0.0,0,0.0,Success,1,1,Raaf Woomera Range Complex,Não Informado,0.6095744999881272,11.0,150.0,Não Informado,Não Informado,Redstone Sparta,-30.95,136.53
Lox/Rp-1,1967,Russia,Cosmos 193,25,0.4862131078220817,StatusRetired,-25.0,RVSN USSR,2494.0,0,462.0,Success,1,11,Plesetsk Cosmodrome,Defense/Intelligence,0.5137868921779183,11.0,150.0,Civil,Sso,Voskhod,62.93,40.57
Lox/Rp-1,1967,Russia,Cosmos 192,23,0.4530037394224137,StatusRetired,-25.0,RVSN USSR,680.0,0,0.0,Success,1,11,Plesetsk Cosmodrome,Não Informado,0.5469962605775863,15.0,150.0,Civil,Não Informado,Cosmos-3M (11K65M),62.93,40.57
Não Informado,1967,Kazakhstan,Zond,22,0.6609449007024326,StatusRetired,-25.0,RVSN USSR,0.0,0,0.0,Failure,0,11,Baikonur Cosmodrome,Não Informado,0.3390550992975675,19.0,150.0,Civil,Não Informado,Proton K/Block D,45.92,63.34
Não Informado,1967,Russia,Cosmos 191,21,0.4923928831355536,StatusRetired,-25.0,RVSN USSR,0.0,0,0.0,Success,1,11,Plesetsk Cosmodrome,Não Informado,0.5076071168644464,14.0,150.0,Civil,Não Informado,Cosmos-2I (63SM),62.93,40.57
Solid,1967,Usa,Apollo 4,9,0.1350675653686208,StatusRetired,9.0,NASA,58966.0,0,0.0,Success,1,11,Florida,Não Informado,0.864932434631379,12.0,1160.0,Civil,Não Informado,Saturn V,28.56,-80.58
Não Informado,1967,Usa,Surveyor 6,7,0.4071474935364558,StatusRetired,15.0,General Dynamics,0.0,0,0.0,Success,1,11,Florida,Não Informado,0.5928525064635439,7.0,150.0,Commercial,Não Informado,Atlas-SLV3C Centaur-D,28.56,-80.58
Não Informado,1967,Usa,ATS-3,5,0.4455106655953878,StatusRetired,15.0,General Dynamics,0.0,0,0.0,Success,1,11,Florida,Não Informado,0.554489334404612,23.0,150.0,Commercial,Não Informado,Atlas-SLV3 Agena-D,28.56,-80.58
Lox/Rp-1,1967,Russia,Cosmos 190,3,0.4862131078220817,StatusRetired,-25.0,RVSN USSR,2494.0,0,462.0,Success,1,11,Plesetsk Cosmodrome,Defense/Intelligence,0.5137868921779183,11.0,150.0,Civil,Sso,Voskhod,62.93,40.57
Lox/Rp-1,1967,Russia,Cosmos 189,30,0.3727890257588337,StatusRetired,-25.0,RVSN USSR,680.0,0,317.0,Success,1,10,Plesetsk Cosmodrome,Communications,0.6272109742411658,18.0,150.0,Civil,Geo,Cosmos-3M (11K65M),62.93,40.57
Não Informado,1967,Kazakhstan,Cosmos 188,30,0.5162465555011284,StatusRetired,-25.0,RVSN USSR,0.0,0,0.0,Success,0,10,Baikonur Cosmodrome,Não Informado,0.4837534444988716,8.0,150.0,Civil,Não Informado,Soyuz,45.92,63.34
Não Informado,1967,Kazakhstan,Cosmos 187,28,0.5166503202020688,StatusRetired,-25.0,RVSN USSR,0.0,0,0.0,Success,0,10,Baikonur Cosmodrome,Não Informado,0.483349679797931,13.0,150.0,Civil,Não Informado,Tsyklon,45.92,63.34
Não Informado,1967,Kazakhstan,Cosmos 186,27,0.523118361255356,StatusRetired,-25.0,RVSN USSR,0.0,0,0.0,Success,0,10,Baikonur Cosmodrome,Não Informado,0.4768816387446439,9.0,150.0,Civil,Não Informado,Soyuz,45.92,63.34
Não Informado,1967,Kazakhstan,Cosmos 185,27,0.6042801247009909,StatusRetired,-25.0,RVSN USSR,0.0,0,0.0,Success,0,10,Baikonur Cosmodrome,Não Informado,0.3957198752990089,2.0,150.0,Civil,Não Informado,Tsyklon-2A,45.92,63.34
Não Informado,1967,Usa,OPS 4995,25,0.3237253232502813,StatusRetired,9.0,US Air Force,0.0,0,0.0,Success,1,10,California,Não Informado,0.6762746767497183,19.0,59.0,Civil,Não Informado,Titan IIIB,34.63,-120.61
Não Informado,1967,Russia,Cosmos 184,24,0.321954459333106,StatusRetired,-25.0,RVSN USSR,0.0,0,0.0,Success,1,10,Plesetsk Cosmodrome,Não Informado,0.6780455406668937,22.0,150.0,Civil,Não Informado,Vostok-2M,62.93,40.57
